Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Study_Efficiency,Wellness,Study_Intensity,Attendance_Study_Balance,Score_Consistency,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male,Risk_Factor,Motivation_Adjusted_Study,Exam_Score
29,84,6,90,0,3,2610,18,4.142857142857143,2436,61,False,False,False,True,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,29,73
21,79,4,64,0,4,1344,16,4.2,1659,43,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0,66
26,97,8,85,2,3,2210,24,2.888888888888889,2522,59,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,0,71
11,63,9,56,2,3,616,27,1.1,693,45,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,False,False,22,62
22,80,8,71,2,3,1562,24,2.4444444444444446,1760,49,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,44,68
25,87,4,76,1,4,1900,16,5.0,2175,51,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0,70
20,92,5,86,0,2,1720,10,3.3333333333333335,1840,66,False,True,True,False,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,True,0,68
26,83,8,83,2,2,2158,16,2.888888888888889,2158,57,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,26,71
17,96,10,93,2,4,1581,40,1.5454545454545454,1632,76,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,17,70
28,98,7,59,1,3,1652,21,3.5,2744,31,False,True,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,28,72
34,63,9,83,2,2,2822,18,3.4,2142,49,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,34,69
18,76,5,56,1,2,1008,10,3.0,1368,38,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,18,63
17,61,7,74,0,2,1258,14,2.125,1037,57,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,34,62
29,73,7,76,2,3,2204,21,3.625,2117,47,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,29,68
29,81,9,51,2,5,1479,45,2.9,2349,22,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,True,0,70
17,96,6,54,1,4,918,24,2.4285714285714284,1632,37,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,17,69
17,94,10,92,2,2,1564,20,1.5454545454545454,1598,75,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,0,68
18,65,7,64,2,1,1152,7,2.25,1170,46,False,False,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,18,65
12,64,5,67,3,2,804,10,2.0,768,55,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,12,59
14,84,5,82,3,3,1148,15,2.3333333333333335,1176,68,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,14,66
14,81,6,61,0,4,854,24,2.0,1134,47,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,0,64
15,71,8,60,5,4,900,32,1.6666666666666667,1065,45,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,30,63
20,96,6,71,5,3,1420,18,2.857142857142857,1920,51,False,True,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,20,72
21,97,6,53,0,3,1113,18,3.0,2037,32,False,True,False,False,True,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,True,0,67
29,76,8,96,2,2,2784,16,3.2222222222222223,2204,67,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,0,94
14,96,4,97,2,3,1358,12,2.8,1344,83,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,0,70
26,75,6,72,0,3,1872,18,3.7142857142857144,1950,46,True,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,26,66
19,89,5,60,4,2,1140,10,3.1666666666666665,1691,41,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,0,69
20,79,6,74,2,2,1480,12,2.857142857142857,1580,54,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,True,0,64
24,65,7,55,1,3,1320,21,3.0,1560,31,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,True,0,63
13,97,7,70,1,4,910,28,1.625,1261,57,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,13,71
22,78,7,54,1,3,1188,21,2.75,1716,32,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,22,65
21,89,9,85,1,5,1785,45,2.1,1869,64,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,0,68
23,75,7,64,1,3,1472,21,2.875,1725,41,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,True,46,64
22,61,10,76,1,2,1672,20,2.0,1342,54,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,44,64
35,64,8,51,2,5,1785,40,3.888888888888889,2240,16,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True,True,35,66
16,80,6,76,1,4,1216,24,2.2857142857142856,1280,60,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,16,68
17,88,10,50,3,5,850,50,1.5454545454545454,1496,33,False,True,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,17,67
16,73,7,96,1,3,1536,21,2.0,1168,80,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,16,66
17,88,10,75,2,3,1275,30,1.5454545454545454,1496,58,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,17,68
16,88,7,55,3,3,880,21,2.0,1408,39,True,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,True,False,True,True,True,16,66
27,88,7,67,3,4,1809,28,3.375,2376,40,False,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,27,71
29,80,8,52,4,4,1508,32,3.2222222222222223,2320,23,False,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,29,71
17,97,7,77,0,4,1309,28,2.125,1649,60,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,17,68
15,80,9,56,3,3,840,27,1.5,1200,41,False,False,True,False,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True,30,64
23,78,10,74,3,4,1702,40,2.090909090909091,1794,51,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,0,67
17,68,4,65,0,2,1105,8,3.4,1156,48,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,34,64
24,72,8,88,3,2,2112,16,2.6666666666666665,1728,64,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,48,68
21,62,6,74,0,3,1554,18,3.0,1302,53,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,42,62
11,85,4,92,0,1,1012,4,2.2,935,81,False,True,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,True,0,64
29,70,8,97,3,3,2813,24,3.2222222222222223,2030,68,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,True,True,0,70
31,72,8,98,0,4,3038,32,3.4444444444444446,2232,67,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,62,68
16,91,8,63,2,3,1008,24,1.7777777777777777,1456,47,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,32,69
18,73,8,88,3,4,1584,32,2.0,1314,70,True,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,0,65
22,70,8,72,2,3,1584,24,2.4444444444444446,1540,50,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,22,67
22,67,6,71,2,2,1562,12,3.142857142857143,1474,49,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,0,65
24,91,7,93,0,2,2232,14,3.0,2184,69,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,0,71
32,65,8,57,2,3,1824,24,3.5555555555555554,2080,25,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,0,65
19,78,9,74,2,5,1406,45,1.9,1482,55,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,0,66
15,80,7,80,0,5,1200,35,1.875,1200,65,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False,False,15,65
12,87,7,53,2,1,636,7,1.5,1044,41,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,0,65
16,85,7,93,1,3,1488,21,2.0,1360,77,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,True,32,68
20,92,5,66,2,2,1320,10,3.3333333333333335,1840,46,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,20,68
31,62,8,83,0,2,2573,16,3.4444444444444446,1922,52,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,31,67
17,72,5,96,3,3,1632,15,2.8333333333333335,1224,79,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,34,65
21,71,8,86,2,2,1806,16,2.3333333333333335,1491,65,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True,True,21,66
20,66,7,94,0,4,1880,28,2.5,1320,74,False,True,False,True,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,False,False,False,0,63
27,72,5,53,1,5,1431,25,4.5,1944,26,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,27,70
35,72,5,75,1,5,2625,25,5.833333333333333,2520,40,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,35,72
17,81,6,78,2,2,1326,12,2.4285714285714284,1377,61,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,17,67
17,87,6,84,0,3,1428,18,2.4285714285714284,1479,67,False,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,True,17,67
26,75,9,56,1,5,1456,45,2.6,1950,30,True,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,True,True,26,66
24,89,7,83,1,3,1992,21,3.0,2136,59,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,24,66
31,73,8,57,2,4,1767,32,3.4444444444444446,2263,26,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,31,69
24,72,9,53,0,4,1272,36,2.4,1728,29,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,24,62
18,82,9,73,2,4,1314,36,1.8,1476,55,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,True,0,66
24,61,7,80,0,3,1920,21,3.0,1464,56,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,48,64
27,63,6,98,1,2,2646,12,3.857142857142857,1701,71,False,False,False,True,True,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,27,67
25,77,8,85,2,1,2125,8,2.7777777777777777,1925,60,False,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,25,71
23,98,6,80,1,2,1840,12,3.2857142857142856,2254,57,False,False,False,True,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,23,73
26,89,10,61,0,3,1586,30,2.3636363636363638,2314,35,False,True,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,0,68
27,64,8,58,2,1,1566,8,3.0,1728,31,False,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,27,66
28,94,7,80,3,4,2240,28,3.5,2632,52,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,28,75
24,89,8,61,1,3,1464,24,2.6666666666666665,2136,37,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,24,72
19,84,7,85,1,3,1615,21,2.375,1596,66,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,19,68
21,93,6,56,1,3,1176,18,3.0,1953,35,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,21,68
